Wavelength,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
384.549000,15357.700000,11010.900000,9283.250000,8425.330000,7999.330000,7589.110000,7042.810000,7512.200000,6618.780000,6058.670000,5577.450000,5451.220000,5015.360000,4504.560000,4269.860000,4072.640000,4043.060000,3962.200000,3701.860000,3557.890000,3350.810000,3139.780000,3027.360000,3025.390000,2871.560000,3033.280000,3153.580000,3392.220000,3660.450000,3735.390000,3972.060000,4315.220000,5575.470000,3946.420000,3766.950000,3778.780000,3751.170000,3808.360000,3962.200000,3770.890000,3703.830000,3524.360000,3465.200000,3520.420000,3461.250000,3364.610000,3449.420000,3550.000000,3303.470000,2940.580000,3094.420000,3200.920000,3074.700000,3015.530000,3277.830000,3309.390000,3208.810000,3086.530000,3220.640000,3305.450000,3743.280000,3883.310000,3482.950000,3800.470000,3528.310000,3697.920000,3463.220000,3488.860000,3510.560000,3723.560000,3715.670000,3812.310000,3879.360000,3770.890000,3936.560000,3863.580000,3871.470000,3885.280000,3834.000000,3796.530000,3601.280000,3477.030000,3471.110000,3360.670000,3295.580000,3210.780000,3163.450000,3153.580000,3149.640000,3297.560000,3165.420000,3116.110000,3102.310000,3133.860000,3293.610000,2871.560000,2843.940000,2946.500000,2983.970000,3137.810000,3269.950000
385.816000,15441.500000,11233.900000,9225.840000,8561.080000,8133.020000,7568.860000,7174.340000,7391.320000,6657.520000,6107.160000,5773.790000,5363.490000,5047.880000,4611.930000,4207.550000,4193.740000,4140.480000,3994.510000,3850.510000,3665.090000,3479.660000,3284.380000,3106.840000,3045.690000,2909.580000,3051.610000,3250.840000,3509.250000,3655.220000,3787.390000,3957.030000,4533.030000,5525.250000,3960.980000,3854.460000,3856.430000,3947.170000,3848.540000,3935.330000,3783.440000,3791.330000,3599.990000,3592.100000,3580.270000,3487.550000,3412.590000,3503.330000,3653.250000,3353.420000,3041.750000,3167.990000,3428.380000,3211.390000,3112.760000,3377.090000,3272.540000,3422.460000,3102.900000,3244.920000,3402.730000,3621.690000,3933.360000,3534.900000,3811.060000,3607.880000,3684.810000,3493.470000,3580.270000,3594.070000,3799.220000,3714.400000,3895.880000,3822.890000,3818.950000,3828.810000,4004.370000,3846.570000,3876.160000,3895.880000,3911.660000,3635.500000,3623.660000,3463.880000,3308.050000,3359.330000,3250.840000,3280.430000,3235.060000,3166.020000,3246.900000,3201.530000,3171.940000,3288.320000,3191.660000,3331.720000,2870.130000,2986.510000,3023.990000,3063.440000,3173.910000,3282.400000
387.084000,15505.600000,11226.200000,9355.840000,8827.080000,8395.000000,7633.430000,7317.760000,7665.000000,6895.540000,6171.460000,5877.490000,5516.430000,5173.140000,4827.870000,4308.970000,4405.650000,4281.350000,4091.950000,4046.570000,3659.870000,3498.080000,3350.110000,3168.600000,3048.240000,3091.650000,3249.490000,3413.240000,3533.600000,3786.140000,3936.080000,4212.300000,4563.490000,5739.380000,4117.600000,4024.870000,3987.380000,3908.460000,3916.350000,4050.510000,3997.240000,3867.030000,3681.570000,3665.780000,3598.700000,3592.780000,3464.540000,3614.490000,3689.460000,3369.840000,3221.870000,3265.270000,3369.840000,3304.730000,3263.300000,3448.760000,3375.760000,3395.490000,3196.220000,3417.190000,3555.300000,3715.110000,4129.430000,3651.970000,3924.240000,3659.870000,3760.490000,3606.600000,3606.600000,3697.350000,3807.840000,3869.000000,3969.620000,3857.160000,3920.300000,3918.330000,4084.060000,3938.060000,3940.030000,4072.220000,4028.810000,3762.460000,3760.490000,3474.410000,3462.570000,3472.430000,3379.700000,3296.840000,3200.160000,3302.760000,3365.890000,3288.950000,3269.220000,3304.730000,3277.110000,3488.220000,2979.190000,3020.620000,3217.920000,3285.000000,3259.350000,3492.160000
388.351000,15873.600000,11317.200000,9748.340000,8878.100000,8568.280000,7855.900000,7565.820000,7719.740000,7040.910000,6383.780000,5985.170000,5724.690000,5523.400000,4899.830000,4463.720000,4505.160000,4388.730000,4402.540000,4151.930000,3901.310000,3717.790000,3605.310000,3402.050000,3346.800000,3254.050000,3372.450000,3455.330000,3630.960000,3950.640000,4181.530000,4189.420000,4666.970000,5971.350000,4268.350000,4268.350000,4140.090000,4076.940000,4061.150000,4138.110000,4057.210000,4039.450000,3816.460000,3761.200000,3822.380000,3869.740000,3723.710000,3680.300000,3741.470000,3471.120000,3226.430000,3544.130000,3550.050000,3480.990000,3334.960000,3603.340000,3632.940000,3488.880000,3350.750000,3502.690000,3690.160000,3844.080000,4169.690000,3806.590000,4124.300000,3851.980000,3938.800000,3861.840000,3936.830000,3765.150000,4076.940000,4132.190000,4096.670000,4063.130000,4146.010000,4082.860000,4151.930000,4120.350000,4274.270000,4193.370000,4126.270000,4005.900000,3944.720000,3775.020000,3496.770000,3555.970000,3550.050000,3528.350000,3417.840000,3423.760000,3518.480000,3512.560000,3289.570000,3425.730000,3496.770000,3640.830000,3155.390000,3113.940000,3360.610000,3350.750000,3404.030000,3725.680000
389.618000,15912.200000,11522.600000,9827.170000,9096.900000,8674.520000,8050.820000,7740.950000,8147.540000,7286.990000,6827.110000,6392.890000,6009.990000,5700.120000,5163.260000,4859.310000,4841.550000,4786.280000,4515.880000,4381.670000,4091.530000,4115.220000,3896.130000,3671.130000,3556.650000,3527.050000,3558.630000,3811.260000,4002.710000,4164.560000,4326.400000,4604.700000,4892.860000,6043.540000,4511.930000,4413.250000,4375.750000,4490.220000,4387.590000,4429.040000,4365.880000,4288.900000,3963.240000,3884.290000,4105.350000,3957.320000,3981.000000,4030.350000,3953.370000,3643.500000,3461.910000,3679.020000,3850.740000,3702.710000,3594.150000,3846.790000,3858.630000,3815.210000,3487.570000,3803.370000,3866.530000,4172.450000,4421.140000,3904.030000,4326.400000,4131.010000,4215.880000,4261.270000,4050.080000,4095.480000,4415.220000,4281.010000,4446.800000,4310.610000,4389.560000,4259.300000,4395.480000,4310.610000,4413.250000,4557.330000,4357.980000,4162.590000,4125.080000,3890.210000,3789.550000,3852.710000,3852.710000,3724.420000,3659.290000,3704.680000,3834.950000,3604.020000,3548.760000,3698.760000,3738.230000,3720.470000,3369.150000,3244.800000,3552.700000,3611.920000,3611.920000,3698.760000
390.884000,16448.200000,12111.100000,10267.300000,9323.680000,8907.140000,8547.850000,8093.810000,8261.610000,7499.610000,7073.200000,6534.270000,6407.930000,6117.740000,5535.380000,5093.180000,5051.720000,5026.060000,4895.770000,4783.240000,4479.230000,4384.480000,4074.540000,3940.300000,3817.910000,3738.950000,3946.230000,4070.590000,4194.960000,4384.480000,4491.080000,4842.470000,5178.060000,6157.220000,4727.970000,4729.940000,4609.520000,4554.250000,4666.770000,4771.400000,4435.800000,4463.440000,4153.510000,4139.690000,4319.330000,4273.930000,4192.990000,4258.130000,4108.100000,3875.160000,3811.990000,3981.760000,3993.600000,4007.420000,3831.730000,4078.490000,4189.040000,4070.590000,3748.820000,4009.400000,4027.160000,4325.250000,4735.870000,4291.690000,4589.780000,4311.430000,4453.570000,4416.060000,4483.180000,4489.100000,4706.250000,4583.860000,4718.100000,4633.210000,4514.770000,4461.470000,4654.930000,4710.200000,4680.590000,4704.280000,4830.620000,4508.840000,4433.830000,4135.740000,4116.000000,4110.080000,4191.010000,3993.600000,4048.880000,3991.630000,4100.210000,3958.070000,3808.040000,3962.020000,4003.480000,4072.570000,3701.440000,3622.470000,3914.640000,3869.240000,3887.000000,4125.870000
392.151000,16350.600000,12099.600000,10364.000000,9475.510000,9252.390000,8770.620000,8255.280000,8474.450000,7657.020000,7234.480000,6794.170000,6545.390000,6201.830000,5702.290000,5299.490000,5204.720000,5204.720000,4989.500000,4799.950000,4626.200000,4462.320000,4288.560000,4106.910000,4000.290000,3962.770000,4055.570000,4124.680000,4359.640000,4549.190000,4758.490000,5042.810000,5372.550000,6332.140000,4940.140000,4878.930000,4845.360000,4811.800000,4740.720000,4928.290000,4707.150000,4817.720000,4371.490000,4333.970000,4539.320000,4440.600000,4310.280000,4359.640000,4401.110000,4053.600000,3962.770000,3986.470000,4146.400000,4097.040000,4012.130000,4361.620000,4274.740000,4264.870000,3824.560000,4099.010000,4256.970000,4511.680000,4833.520000,4375.440000,4936.190000,4661.740000,4705.180000,4622.250000,4653.840000,4786.130000,4857.210000,4780.210000,4924.340000,4886.830000,4851.290000,4703.200000,4916.440000,4827.590000,4951.990000,4997.400000,5028.990000,4829.570000,4671.610000,4353.720000,4353.720000,4343.850000,4337.920000,4191.810000,4116.780000,4166.140000,4316.200000,4235.250000,4041.750000,4221.430000,4150.350000,4274.740000,3858.130000,3856.150000,4225.380000,4069.390000,4205.630000,4288.560000
393.417000,16460.400000,12088.100000,10369.900000,9631.350000,9309.450000,8794.010000,8215.380000,8426.690000,7686.120000,7224.010000,6846.810000,6712.520000,6187.210000,5624.380000,5233.360000,5249.160000,5108.940000,5067.470000,4862.080000,4652.750000,4465.140000,4328.870000,4085.970000,3931.930000,3949.700000,4127.440000,4127.440000,4291.350000,4559.930000,4700.150000,5047.720000,5334.070000,6441.970000,5014.150000,4836.410000,4883.810000,4945.030000,4848.260000,4915.410000,4747.540000,4638.930000,4388.120000,4449.340000,4445.390000,4390.090000,4437.490000,4480.940000,4326.900000,4042.520000,4024.750000,4111.640000,4220.260000,4123.490000,4082.020000,4401.940000,4277.530000,4206.430000,3825.290000,4074.120000,4245.930000,4540.180000,4875.910000,4401.940000,4917.380000,4629.050000,4777.170000,4706.070000,4565.860000,4646.830000,4852.210000,4739.640000,4966.750000,4887.760000,4727.790000,4731.740000,4917.380000,4737.670000,4933.180000,4972.680000,4992.420000,4850.240000,4650.780000,4360.470000,4439.470000,4313.080000,4362.450000,4399.970000,4265.680000,4056.350000,4303.200000,4236.060000,4119.540000,4168.910000,4374.300000,4372.320000,4003.020000,3809.490000,4123.490000,4137.310000,4263.700000,4315.050000
394.683000,16400.300000,12204.900000,10377.800000,9587.750000,9070.240000,8485.580000,8201.140000,8402.620000,7594.750000,7041.690000,6678.240000,6417.510000,6160.730000,5552.360000,5109.910000,5159.290000,4985.470000,4886.710000,4708.940000,4440.310000,4280.320000,4217.110000,4037.360000,3901.070000,3829.970000,3912.930000,4147.980000,4296.120000,4377.100000,4714.870000,5003.250000,5184.970000,6330.600000,4908.440000,4774.120000,4750.420000,4665.490000,4663.510000,4845.230000,4620.060000,4469.940000,4276.370000,4313.900000,4424.510000,4313.900000,4298.090000,4381.050000,4294.140000,3887.250000,3845.770000,4130.200000,4140.080000,4068.970000,4025.510000,4256.610000,4175.630000,4086.750000,3841.820000,4055.140000,4177.610000,4517.340000,4710.920000,4311.920000,4791.900000,4501.540000,4622.030000,4465.990000,4586.480000,4539.070000,4657.590000,4546.970000,4961.770000,4787.950000,4592.400000,4521.300000,4782.030000,4657.590000,4876.840000,4934.120000,4730.670000,4758.320000,4491.670000,4365.250000,4187.480000,4242.790000,4211.180000,4234.890000,4051.190000,4055.140000,4193.410000,4066.990000,4033.410000,4134.150000,4065.020000,4282.290000,3877.370000,3788.490000,3999.840000,4080.820000,3997.860000,4264.520000
395.948000,16263.200000,11930.700000,10115.100000,9378.190000,8769.700000,8129.610000,8042.680000,8040.700000,7448.020000,6717.050000,6286.370000,6084.860000,5936.690000,5300.540000,4887.640000,4889.620000,4759.230000,4648.590000,4431.280000,4221.860000,4166.550000,3864.280000,3595.600000,3650.910000,3629.180000,3793.160000,3899.840000,4046.040000,4330.520000,4508.330000,4670.330000,5077.300000,6148.080000,4686.130000,4650.570000,4615.010000,4518.200000,4508.330000,4618.960000,4488.570000,4395.720000,4034.180000,4213.960000,4217.910000,4170.500000,4042.080000,4172.470000,4243.600000,3820.820000,3656.840000,3889.960000,3986.770000,3842.550000,3654.870000,4044.060000,3917.620000,3929.470000,3666.720000,3862.300000,3937.380000,4194.210000,4567.590000,4206.060000,4472.770000,4291.010000,4350.280000,4206.060000,4344.350000,4289.030000,4478.690000,4502.400000,4607.110000,4579.450000,4518.200000,4383.860000,4607.110000,4454.980000,4688.110000,4599.200000,4654.520000,4342.380000,4235.690000,4113.210000,4065.790000,4026.280000,4006.520000,3931.450000,3990.720000,3846.500000,4002.570000,3870.210000,3953.180000,3860.330000,4000.600000,4089.500000,3625.230000,3635.110000,3810.940000,3822.790000,3905.770000,4091.470000
397.214000,16031.100000,11725.500000,9864.090000,8996.630000,8704.190000,8097.560000,7631.230000,7992.830000,7172.800000,6647.190000,6236.190000,5795.550000,5520.890000,5060.480000,4712.710000,4700.850000,4617.860000,4414.340000,4193.030000,4096.200000,3932.200000,3657.540000,3584.430000,3398.680000,3422.400000,3535.030000,3586.400000,3801.780000,4023.090000,4218.720000,4497.330000,4760.130000,6046.500000,4345.180000,4432.120000,4246.380000,4244.400000,4212.790000,4440.020000,4248.350000,4276.020000,3878.850000,3853.160000,3940.100000,3940.100000,3918.370000,3999.380000,3918.370000,3637.780000,3485.630000,3556.760000,3616.040000,3625.920000,3659.510000,3752.380000,3762.260000,3805.740000,3473.770000,3708.910000,3902.560000,4072.490000,4432.120000,3930.220000,4214.760000,3961.840000,4161.410000,4096.200000,4025.070000,4177.220000,4226.620000,4125.840000,4408.410000,4434.100000,4224.640000,4094.230000,4451.880000,4311.590000,4479.540000,4412.360000,4398.530000,4277.990000,4068.540000,3874.890000,3853.160000,3799.810000,3738.550000,3778.070000,3738.550000,3702.980000,3837.350000,3639.750000,3574.550000,3675.320000,3740.530000,3827.470000,3529.100000,3388.800000,3606.160000,3639.750000,3600.230000,3946.030000
398.479000,15804.900000,11543.900000,9707.850000,8806.640000,8470.660000,8018.070000,7496.310000,7846.130000,6937.010000,6391.530000,5962.660000,5654.350000,5438.930000,4925.080000,4527.830000,4484.350000,4500.160000,4247.190000,4083.150000,3871.680000,3780.770000,3634.520000,3415.140000,3162.170000,3185.880000,3395.380000,3517.910000,3656.260000,3844.010000,4148.370000,4312.410000,4755.110000,5903.370000,4306.480000,4083.150000,4140.460000,4245.210000,4160.230000,4229.400000,4093.030000,3990.260000,3729.380000,3826.220000,3907.250000,3711.590000,3741.240000,3727.410000,3816.340000,3484.310000,3334.110000,3508.030000,3608.820000,3573.250000,3403.280000,3650.330000,3670.090000,3604.870000,3403.280000,3549.530000,3591.040000,3923.060000,4154.300000,3816.340000,4055.480000,3992.240000,3996.190000,3847.960000,3826.220000,3915.160000,4013.980000,4118.720000,4223.470000,4235.330000,4156.270000,4146.390000,4251.140000,4124.650000,4191.850000,4219.520000,4144.420000,3980.380000,3986.310000,3733.330000,3689.850000,3618.710000,3498.150000,3541.630000,3571.270000,3480.360000,3555.460000,3454.670000,3407.240000,3525.820000,3519.890000,3602.890000,3205.650000,3268.890000,3395.380000,3494.200000,3442.810000,3664.160000
399.744000,15527.200000,11395.900000,9417.150000,8648.200000,8185.640000,7762.620000,7414.720000,7770.530000,6944.260000,6284.030000,5851.120000,5594.150000,5165.200000,4935.900000,4402.180000,4400.200000,4168.930000,4230.200000,4004.860000,3858.580000,3536.370000,3490.910000,3188.470000,3071.840000,3052.070000,3192.420000,3293.230000,3603.580000,3692.530000,4046.370000,4261.830000,4580.090000,5669.260000,4216.370000,3996.950000,4048.340000,4093.810000,3973.230000,4127.410000,4083.930000,3886.250000,3694.510000,3587.770000,3710.320000,3643.110000,3609.510000,3637.180000,3656.950000,3425.670000,3198.350000,3316.950000,3496.840000,3324.860000,3320.910000,3520.560000,3461.260000,3492.880000,3245.790000,3437.530000,3564.050000,3896.140000,4137.300000,3747.880000,4026.600000,3886.250000,3830.900000,3807.180000,3654.980000,3684.630000,3951.480000,3870.440000,4056.250000,4052.300000,4016.720000,3963.350000,4141.250000,4008.810000,4168.930000,4109.620000,3923.810000,3864.510000,3797.300000,3654.980000,3394.050000,3502.770000,3447.420000,3455.330000,3392.070000,3378.230000,3486.950000,3332.770000,3311.020000,3463.230000,3340.670000,3613.460000,3052.070000,3008.580000,3259.630000,3398.000000,3273.470000,3583.810000
401.009000,15684.400000,11370.300000,9509.880000,8643.910000,8189.180000,7706.760000,7271.800000,7570.340000,6876.380000,6097.400000,5648.590000,5304.580000,5132.570000,4707.490000,4337.770000,4327.890000,4201.350000,4019.460000,3906.760000,3669.510000,3489.590000,3293.860000,3198.960000,3143.600000,3036.840000,3113.940000,3268.160000,3436.210000,3695.210000,3750.570000,4100.520000,4584.910000,5646.620000,4074.820000,3944.330000,3867.220000,3886.990000,3886.990000,3995.730000,3875.130000,3813.840000,3637.880000,3509.360000,3643.810000,3582.520000,3529.140000,3689.280000,3616.130000,3242.460000,3113.940000,3208.840000,3461.910000,3242.460000,3250.360000,3400.620000,3345.260000,3384.810000,3179.190000,3479.710000,3489.590000,3669.510000,3989.800000,3570.650000,3819.770000,3657.650000,3786.160000,3659.620000,3523.200000,3590.430000,3881.060000,3853.380000,3845.470000,3875.130000,3920.600000,3885.010000,4171.700000,3833.610000,3964.100000,3993.760000,4025.390000,3786.160000,3653.690000,3517.270000,3525.180000,3424.350000,3335.380000,3335.380000,3331.420000,3212.800000,3351.200000,3289.910000,3339.330000,3380.850000,3212.800000,3499.480000,3005.200000,3005.200000,3115.920000,3234.550000,3250.360000,3489.590000
402.273000,15667.600000,11176.700000,9315.920000,8655.440000,8091.860000,7629.130000,7136.740000,7482.790000,6701.690000,6155.900000,5689.220000,5343.160000,5036.650000,4678.720000,4372.210000,4125.030000,4164.580000,4032.090000,3725.580000,3581.220000,3480.370000,3256.910000,3076.960000,3043.350000,3035.440000,3047.300000,3256.910000,3421.050000,3569.360000,3769.080000,4057.790000,4344.530000,5602.210000,4020.220000,4012.310000,3972.760000,3771.060000,3858.070000,3899.600000,3925.300000,3703.830000,3587.150000,3513.990000,3593.090000,3454.660000,3573.310000,3494.210000,3684.050000,3385.450000,3126.400000,3173.860000,3365.680000,3260.870000,3098.720000,3371.610000,3343.920000,3300.420000,3120.470000,3337.990000,3535.740000,3699.870000,3911.460000,3577.270000,3862.020000,3648.460000,3743.370000,3648.460000,3591.110000,3620.770000,3743.370000,3840.270000,3917.390000,3877.840000,3919.370000,3808.630000,3947.060000,3962.880000,4012.310000,4034.060000,3970.790000,3591.110000,3616.820000,3492.230000,3397.320000,3361.720000,3260.870000,3304.370000,3260.870000,3272.730000,3280.640000,3260.870000,3231.210000,3341.950000,3191.660000,3474.440000,2865.370000,2936.560000,3156.060000,3096.740000,3256.910000,3343.920000
403.537000,15413.500000,11188.700000,9386.920000,8686.760000,8085.490000,7628.600000,7242.920000,7513.890000,6760.320000,6062.140000,5725.900000,5514.270000,5053.430000,4580.720000,4293.930000,4187.130000,4149.550000,3908.250000,3844.960000,3520.590000,3376.210000,3297.090000,3012.280000,2950.970000,3012.280000,3036.010000,3164.570000,3397.960000,3621.460000,3746.060000,4109.990000,4371.070000,5797.100000,4060.540000,3862.760000,3882.540000,3882.540000,3864.740000,4011.100000,3852.870000,3825.180000,3587.840000,3542.350000,3528.500000,3429.610000,3419.720000,3526.520000,3593.770000,3318.850000,3016.230000,3168.530000,3287.200000,3109.190000,3164.570000,3388.070000,3318.850000,3275.330000,3158.640000,3287.200000,3433.560000,3653.110000,3931.980000,3593.770000,3655.080000,3615.530000,3649.150000,3558.170000,3467.190000,3477.080000,3811.330000,3736.180000,3880.560000,3892.430000,3842.980000,3864.740000,4026.920000,3888.470000,3916.160000,3997.250000,3787.600000,3692.660000,3621.460000,3374.230000,3285.220000,3330.710000,3221.930000,3202.150000,3243.690000,3229.840000,3255.560000,3223.910000,3180.400000,3350.490000,3166.550000,3403.900000,2927.230000,2970.740000,3071.610000,3071.610000,3178.420000,3283.250000
404.801000,15653.800000,11161.200000,9453.980000,8633.020000,8098.890000,7546.970000,7135.490000,7473.770000,6775.450000,6110.770000,5707.210000,5384.760000,5101.870000,4551.920000,4330.360000,4166.160000,4073.190000,3914.930000,3788.320000,3509.390000,3414.430000,3256.170000,2999.000000,2939.660000,2874.380000,3020.760000,3165.180000,3513.350000,3503.450000,3766.560000,3968.340000,4453.010000,5620.170000,3946.580000,3851.620000,3905.040000,3891.190000,3758.650000,3908.990000,3843.710000,3845.690000,3586.540000,3505.430000,3626.100000,3465.870000,3448.060000,3543.020000,3541.040000,3301.670000,3062.310000,3149.350000,3293.760000,3161.220000,3139.460000,3317.500000,3311.570000,3246.280000,3076.160000,3262.110000,3353.110000,3649.840000,3920.860000,3440.150000,3744.800000,3529.170000,3626.100000,3465.870000,3416.410000,3507.410000,3730.950000,3792.280000,3891.190000,3794.250000,3819.970000,3817.990000,4045.490000,3770.520000,3895.140000,3754.690000,3786.340000,3649.840000,3645.890000,3457.950000,3321.460000,3313.540000,3293.760000,3287.830000,3190.890000,3165.180000,3273.980000,3262.110000,3125.610000,3206.720000,3093.960000,3473.780000,2866.460000,2755.680000,3022.740000,2989.110000,3143.420000,3327.390000
406.065000,15644.900000,11402.700000,9344.980000,8541.660000,8015.350000,7582.040000,7148.720000,7599.850000,6713.430000,5971.450000,5569.790000,5324.440000,5193.850000,4556.740000,4327.220000,4222.360000,4109.580000,4000.750000,3703.960000,3490.270000,3349.790000,3221.180000,3031.230000,3001.550000,2910.540000,3035.190000,3211.290000,3434.870000,3521.930000,3694.070000,4083.850000,4364.820000,5787.440000,4056.150000,3897.860000,3854.330000,3860.270000,3832.570000,3838.510000,3858.290000,3731.660000,3549.630000,3456.630000,3500.160000,3444.760000,3399.250000,3417.060000,3547.650000,3189.520000,2981.770000,3227.110000,3373.530000,3169.740000,3144.010000,3286.470000,3292.410000,3225.140000,3130.160000,3294.390000,3403.210000,3610.970000,3854.330000,3527.860000,3723.750000,3563.480000,3535.780000,3537.760000,3484.330000,3579.310000,3654.490000,3654.490000,3919.630000,3864.230000,3791.020000,3771.230000,3929.520000,3779.150000,3885.990000,3961.180000,3844.440000,3652.520000,3634.710000,3389.360000,3292.410000,3353.750000,3227.110000,3357.700000,3140.060000,3244.920000,3262.730000,3227.110000,3070.800000,3227.110000,3260.750000,3470.480000,2874.920000,2863.050000,3039.150000,3078.720000,2985.720000,3341.870000
407.329000,15554.800000,11311.900000,9368.530000,8628.380000,7991.150000,7599.310000,7148.100000,7472.660000,6813.650000,6093.300000,5632.200000,5410.550000,5113.700000,4581.360000,4193.470000,4126.190000,4074.730000,3946.100000,3718.520000,3595.820000,3390.010000,3235.640000,3079.300000,2970.460000,2974.420000,3002.120000,3275.220000,3439.480000,3548.320000,3777.890000,4108.380000,4417.100000,5632.200000,3946.100000,3835.280000,3914.440000,3783.820000,3914.440000,3938.180000,3706.640000,3787.780000,3514.680000,3435.520000,3550.300000,3508.740000,3455.310000,3572.070000,3718.520000,3202.000000,3065.450000,3083.260000,3304.910000,3138.670000,3130.760000,3346.470000,3289.080000,3184.190000,3116.910000,3443.440000,3407.820000,3576.030000,3847.150000,3522.600000,3821.420000,3540.410000,3621.550000,3512.700000,3548.320000,3613.630000,3718.520000,3643.320000,3779.870000,3874.860000,3797.680000,3825.380000,3950.060000,3762.050000,3884.750000,3981.720000,3896.630000,3645.290000,3653.210000,3399.900000,3344.490000,3253.460000,3281.160000,3249.500000,3235.640000,3110.970000,3388.030000,3061.490000,3178.250000,3263.350000,3138.670000,3380.110000,2861.620000,2911.090000,3053.580000,3000.140000,3136.690000,3243.560000
408.592000,15714.200000,11323.900000,9275.300000,8616.170000,8141.120000,7614.610000,7422.610000,7588.880000,6727.860000,6043.000000,5575.870000,5364.080000,5081.030000,4594.100000,4164.580000,4202.190000,4089.370000,4047.800000,3729.120000,3531.180000,3410.440000,3289.700000,3008.630000,2992.800000,2856.220000,2986.860000,3184.800000,3358.980000,3679.640000,3849.860000,4091.340000,4412.000000,5797.560000,3990.400000,3923.100000,3800.380000,3899.350000,3770.690000,4028.000000,3984.460000,3859.760000,3477.740000,3473.780000,3620.260000,3471.800000,3463.890000,3495.560000,3653.910000,3263.970000,3058.120000,3133.330000,3341.170000,3238.240000,3212.510000,3349.080000,3295.640000,3301.580000,3066.030000,3343.150000,3420.340000,3657.860000,3812.250000,3491.600000,3778.610000,3620.260000,3644.010000,3614.320000,3398.570000,3600.460000,3602.440000,3810.270000,3909.240000,3800.380000,3812.250000,3925.080000,3998.310000,3891.430000,3905.280000,3851.840000,3972.580000,3649.950000,3685.580000,3406.480000,3444.090000,3277.830000,3279.810000,3275.850000,3125.420000,3244.180000,3269.910000,3163.020000,3202.610000,3192.710000,3218.450000,3380.750000,2903.730000,2913.620000,2992.800000,3127.390000,3125.420000,3396.590000
409.855000,15818.100000,11181.600000,9457.220000,8499.020000,8162.470000,7655.650000,7402.250000,7439.860000,6756.850000,6071.860000,5699.670000,5499.720000,5091.890000,4642.490000,4256.440000,4248.520000,4117.860000,3951.560000,3814.960000,3620.940000,3361.600000,3258.650000,3054.740000,3015.140000,2896.360000,3100.270000,3298.250000,3460.590000,3650.640000,3684.300000,4040.650000,4468.270000,5745.210000,3999.070000,4044.610000,3854.550000,4042.630000,3890.190000,3961.460000,3848.610000,3876.330000,3504.140000,3490.280000,3674.400000,3413.070000,3490.280000,3559.570000,3595.210000,3226.980000,3040.880000,3201.240000,3294.290000,3207.180000,3203.220000,3379.420000,3308.150000,3298.250000,3213.120000,3322.000000,3387.330000,3664.500000,3957.500000,3450.690000,3781.300000,3642.720000,3664.500000,3613.030000,3543.730000,3573.430000,3777.340000,3826.840000,3884.250000,3890.190000,3763.490000,3874.350000,4058.470000,3921.860000,3987.200000,4076.280000,3935.720000,3628.860000,3611.050000,3454.650000,3333.880000,3351.700000,3240.830000,3300.230000,3327.940000,3173.520000,3298.250000,3203.220000,3169.560000,3304.190000,3244.790000,3508.100000,2848.850000,2904.280000,3070.580000,3072.560000,3157.690000,3365.560000
411.118000,15781.500000,11348.000000,9365.950000,8474.900000,8074.910000,7661.070000,7364.050000,7633.350000,6744.280000,6112.620000,5690.850000,5477.000000,5203.750000,4617.630000,4308.730000,4217.650000,4065.180000,4021.620000,3819.640000,3518.670000,3350.360000,3302.830000,3053.340000,3053.340000,2982.060000,2976.110000,3243.430000,3459.260000,3584.010000,3841.430000,4172.100000,4510.700000,5791.840000,4061.220000,3972.110000,3883.010000,3888.950000,3890.930000,4035.480000,3890.930000,3805.780000,3542.430000,3512.730000,3564.210000,3471.140000,3399.860000,3530.550000,3665.200000,3354.320000,3055.320000,3195.910000,3336.500000,3211.750000,3243.430000,3344.420000,3308.770000,3320.650000,3239.470000,3376.100000,3421.640000,3657.270000,3906.770000,3593.910000,3833.510000,3639.450000,3613.710000,3696.880000,3532.530000,3661.230000,3835.490000,3825.580000,3803.800000,3859.250000,3770.140000,3884.990000,4172.100000,3932.510000,3807.760000,3948.350000,3991.910000,3785.980000,3631.530000,3387.980000,3453.320000,3397.880000,3193.930000,3257.290000,3290.950000,3235.510000,3407.780000,3277.090000,3243.430000,3249.370000,3255.310000,3413.720000,2930.570000,2890.970000,3162.250000,3098.880000,3221.650000,3372.140000
